row1,col1,row2,col2,event_type1,event_type2
45,1,45,2,-3,-1
45,1,44,27,-3,1
45,1,45,28,-3,1
45,2,44,27,-1,1
45,2,45,28,-1,1
107,2,108,12,1,-1
129,2,129,97,-1,1
66,11,67,33,-1,1
66,11,65,36,-1,1
101,11,100,14,-1,-1
101,11,100,15,-1,-1
101,11,101,71,-1,1
100,14,100,15,-1,-1
100,14,99,41,-1,1
100,14,99,44,-1,1
100,14,101,71,-1,1
100,15,99,41,-1,1
100,15,99,44,-1,1
100,15,101,71,-1,1
112,15,113,87,-1,1
112,15,113,94,-1,1
86,17,85,18,1,1
86,17,86,19,1,1
86,17,86,37,1,-1
105,17,104,18,-1,-1
105,17,104,19,-1,-1
105,17,105,57,-1,3
85,18,86,19,1,1
85,18,84,31,1,-1
85,18,84,32,1,-1
85,18,84,36,1,-1
85,18,86,37,1,-1
104,18,104,19,-1,-1
104,18,105,57,-1,3
104,18,103,86,-1,3
86,19,86,37,1,-1
104,19,105,57,-1,3
104,19,103,86,-1,3
82,24,82,28,1,-1
82,24,83,29,1,-1
73,26,73,27,1,1
73,26,74,57,1,3
92,26,92,27,-1,-1
92,26,92,42,-1,3
44,27,45,28,1,1
73,27,74,57,1,3
92,27,92,42,-1,3
82,28,83,29,-1,-1
59,29,58,40,1,1
59,29,59,42,1,3
68,29,67,33,1,1
83,29,84,31,-1,-1
83,29,84,32,-1,-1
83,29,84,36,-1,-1
70,31,71,32,1,1
70,31,70,44,1,1
84,31,84,32,-1,-1
84,31,84,36,-1,-1
71,32,70,44,1,1
84,32,84,36,-1,-1
65,36,64,37,1,1
65,36,64,41,1,3
64,37,64,41,1,3
58,40,59,42,1,3
89,41,88,44,1,1
99,41,99,44,1,1
144,41,143,120,-1,-1
78,42,79,45,1,1
79,45,80,59,1,1
74,57,75,58,3,1
113,87,113,94,1,1
113,87,114,97,1,1
113,94,114,97,1,1
