row1,col1,row2,col2,event_type1,event_type2
47,1,47,29,-3,1
47,1,48,40,-3,1
47,1,45,41,-3,3
47,1,45,42,-3,3
76,1,75,14,1,1
76,1,78,29,1,-1
76,1,77,31,1,-1
76,1,77,32,1,-1
76,1,74,37,1,-1
76,1,74,57,1,3
76,1,75,58,1,1
99,1,98,11,1,-1
99,1,97,14,1,-1
99,1,97,17,1,-1
99,1,97,19,1,-1
99,1,99,97,1,1
118,1,118,110,-1,1
118,1,116,114,-1,1
118,1,117,120,-1,1
118,1,120,121,-1,1
118,1,120,123,-1,1
110,2,112,97,1,1
66,11,66,14,-1,-1
66,11,66,36,-1,1
66,11,65,37,-1,1
66,11,65,38,-1,1
98,11,97,14,-1,-1
98,11,96,15,-1,-1
98,11,97,17,-1,-1
98,11,96,18,-1,-1
98,11,97,19,-1,-1
98,11,99,97,-1,1
15,14,16,15,3,1
15,14,15,18,3,3
28,14,26,15,3,1
28,14,29,28,3,1
28,14,29,31,3,1
66,14,66,36,-1,1
66,14,65,37,-1,1
66,14,65,38,-1,1
75,14,77,31,1,-1
75,14,77,32,1,-1
75,14,74,37,1,-1
75,14,74,57,1,3
75,14,75,58,1,1
97,14,96,15,-1,-1
97,14,97,17,-1,-1
97,14,96,18,-1,-1
97,14,97,19,-1,-1
97,14,95,57,-1,3
97,14,95,58,-1,1
97,14,99,97,-1,1
16,15,15,18,1,3
26,15,25,18,1,3
26,15,24,27,1,1
96,15,97,17,-1,-1
96,15,96,18,-1,-1
96,15,97,19,-1,-1
96,15,95,57,-1,3
96,15,95,58,-1,1
86,17,87,18,1,1
86,17,87,27,1,-1
97,17,96,18,-1,-1
97,17,97,19,-1,-1
97,17,95,57,-1,3
97,17,95,58,-1,1
97,17,99,97,-1,1
25,18,24,27,3,1
39,18,39,27,-1,1
39,18,37,38,-1,1
39,18,37,40,-1,1
39,18,39,42,-1,3
87,18,89,26,1,-1
87,18,87,27,1,-1
96,18,97,19,-1,-1
96,18,95,57,-1,3
96,18,95,58,-1,1
97,19,95,57,-1,3
97,19,95,58,-1,1
97,19,99,97,-1,1
89,26,87,27,-1,-1
89,26,91,86,-1,3
39,27,37,38,1,1
39,27,37,40,1,1
39,27,39,42,1,3
29,28,29,31,1,1
29,28,31,32,1,1
80,28,78,29,-1,-1
47,29,48,40,1,1
47,29,45,41,1,3
47,29,45,42,1,3
78,29,77,31,-1,-1
78,29,77,32,-1,-1
29,31,31,32,1,1
69,31,70,32,1,1
77,31,77,32,-1,-1
77,31,75,58,-1,1
77,32,75,58,-1,1
66,36,65,37,1,1
66,36,65,38,1,1
65,37,65,38,1,1
65,37,63,42,1,3
74,37,74,57,-1,3
74,37,75,58,-1,1
37,38,37,40,1,1
37,38,35,41,1,3
37,38,39,42,1,3
65,38,63,42,1,3
37,40,35,41,1,3
37,40,39,42,1,3
62,40,63,42,1,3
45,41,45,42,3,3
74,57,75,58,3,1
95,57,95,58,3,1
118,110,116,114,1,1
118,110,117,120,1,1
118,110,120,121,1,1
118,110,120,123,1,1
116,114,117,120,1,1
128,120,128,128,-1,1
128,120,126,131,-1,1
128,120,128,133,-1,3
120,121,120,123,1,1
120,121,122,125,1,1
120,123,122,125,1,1
122,125,124,126,1,1
124,126,126,131,1,1
128,128,126,131,1,1
128,128,128,133,1,3
126,131,128,133,1,3
