row1,col1,row2,col2,event_type1,event_type2
45,1,47,40,-1,1
98,1,100,11,1,-1
98,1,98,14,1,-1
98,1,99,15,1,-1
98,1,100,17,1,-1
98,1,99,18,1,-1
98,1,96,58,1,1
119,1,121,2,-1,-1
119,1,117,114,-1,1
128,1,127,2,-1,-1
128,1,128,126,-1,1
128,1,129,127,-1,1
127,2,128,126,-1,1
127,2,129,127,-1,1
100,11,98,14,-1,-1
100,11,99,15,-1,-1
100,11,100,17,-1,-1
100,11,99,18,-1,-1
98,14,99,15,-1,-1
98,14,100,17,-1,-1
98,14,99,18,-1,-1
98,14,96,58,-1,1
99,15,100,17,-1,-1
99,15,99,18,-1,-1
21,17,21,18,1,1
85,17,86,18,1,1
85,17,83,28,1,-1
100,17,99,18,-1,-1
90,26,90,27,-1,-1
90,26,89,31,-1,-1
90,26,90,44,-1,1
39,27,39,28,1,1
76,27,78,44,1,1
76,27,77,58,1,1
90,27,89,31,-1,-1
90,27,90,44,-1,1
83,28,81,29,-1,-1
49,29,47,40,1,1
71,29,70,31,1,1
81,29,80,31,-1,-1
80,31,78,44,-1,1
89,31,90,44,-1,1
141,41,140,57,-1,-1
141,41,142,131,-1,1
78,44,77,58,1,1
140,57,142,131,-1,1
132,120,132,131,-1,1
132,120,134,133,-1,1
128,126,129,127,1,1
132,131,134,133,1,1
