V1
axis_label_resize,1
box_resize,1
column_display,2
concurrent_distance,2
concurrent_ramps,FALSE
concurrent_swings,TRUE
custom_columns,1,11,16,26,57
D,0.5
data_file,list(name = "SRP_wt_Rep3_rho_table.txt", size = 167524, type = "text/plain", datapath = "/tmp/Rtmp1o5yKL/b13692b7f10cb2f16b0eabf7/0.txt")
diverging,FALSE
dws,1
event_gap,1
height,14
I,0.4
I_length,default
linear_coeff,0.15
log_colors,FALSE
noise_length,3
numbering,TRUE
numbering_interval,5
numbering_offset,0
outfile,SRP_wt_Rep3_rho_table
P,0.15
p_value,1e-04
ramp_length,40
width,14
window_size,5
ylim,0,20
