row1,col1,row2,col2,event_type1,event_type2
<<<<<<< HEAD
45,1,44,29,-3,1
45,1,45,41,-3,3
45,1,45,42,-3,3
76,1,76,27,1,1
76,1,75,58,1,1
97,1,98,14,1,-1
97,1,96,15,1,-1
97,1,98,18,1,-1
97,1,98,19,1,-1
97,1,97,42,1,3
97,1,96,97,1,1
118,1,118,110,-1,1
118,1,119,120,-1,1
78,2,79,29,1,-1
78,2,79,31,1,-1
108,2,107,97,1,1
127,2,128,127,-1,1
99,11,98,14,-1,-1
99,11,99,17,-1,-1
99,11,98,18,-1,-1
99,11,98,19,-1,-1
25,14,25,15,3,1
25,14,24,19,3,1
25,14,26,27,3,1
67,14,68,29,-1,1
98,14,99,17,-1,-1
98,14,98,18,-1,-1
98,14,98,19,-1,-1
98,14,97,42,-1,3
25,15,24,19,1,1
25,15,26,27,1,1
96,15,97,42,-1,3
96,15,95,59,-1,1
96,15,96,97,-1,1
86,17,86,18,1,1
86,17,87,86,1,3
99,17,98,18,-1,-1
99,17,98,19,-1,-1
86,18,87,86,1,3
98,18,98,19,-1,-1
98,18,97,42,-1,3
98,19,97,42,-1,3
27,26,26,27,1,1
27,26,28,28,1,1
88,26,89,27,-1,-1
88,26,88,31,-1,-1
88,26,87,86,-1,3
76,27,75,58,1,1
89,27,88,31,-1,-1
89,27,90,44,-1,1
=======
99,1,99,11,1,-1
99,1,99,17,1,-1
99,1,98,18,1,-1
118,1,119,2,-3,-1
118,1,119,120,-3,1
119,2,119,120,-1,1
119,2,120,121,-1,1
127,2,126,127,-1,1
142,2,141,113,1,1
142,2,143,131,1,1
66,11,66,14,-1,-1
66,11,67,26,-1,1
66,11,65,36,-1,1
99,11,99,17,-1,-1
99,11,98,18,-1,-1
25,14,24,15,3,1
25,14,26,27,3,1
66,14,67,26,-1,1
66,14,65,36,-1,1
97,14,96,15,-1,-1
97,14,98,18,-1,-1
97,14,96,97,-1,3
96,15,95,44,-1,1
96,15,95,57,-1,3
96,15,95,58,-1,1
96,15,96,97,-1,3
20,17,21,18,1,3
86,17,87,18,1,1
86,17,86,86,1,3
99,17,98,18,-1,-1
87,18,88,26,1,-1
87,18,88,31,1,-1
87,18,86,86,1,3
67,26,68,29,1,1
88,26,89,27,-1,-1
88,26,88,31,-1,-1
26,27,27,28,1,1
89,27,88,31,-1,-1
>>>>>>> 051550ee474a4d0d7c336a56572e8f69175d09a0
80,28,79,29,-1,-1
80,28,79,31,-1,-1
44,29,45,41,1,3
44,29,45,42,1,3
<<<<<<< HEAD
47,29,47,40,1,1
68,29,69,31,1,1
68,29,69,32,1,1
79,29,79,31,-1,-1
69,31,69,32,1,1
88,31,87,86,-1,3
65,36,64,37,1,1
65,36,64,38,1,1
65,36,65,41,1,1
64,37,64,38,1,1
64,37,65,41,1,1
64,37,63,42,1,3
64,38,65,41,1,1
64,38,63,42,1,3
45,41,45,42,3,3
97,42,96,97,3,1
93,57,93,58,3,1
95,59,96,97,1,1
118,110,119,120,1,1
=======
68,29,69,31,1,1
79,29,79,31,-1,-1
69,31,70,44,1,1
65,36,64,37,1,1
62,38,62,40,1,1
45,41,45,42,3,3
70,44,71,57,1,3
95,44,95,57,1,3
95,44,95,58,1,1
95,44,96,97,1,3
95,57,95,58,3,1
95,57,96,97,3,3
95,58,96,97,1,3
91,59,92,84,1,1
140,59,141,113,-1,1
112,94,113,110,1,1
112,94,113,114,1,1
113,110,113,114,1,1
135,112,135,114,1,1
>>>>>>> 051550ee474a4d0d7c336a56572e8f69175d09a0
119,120,120,121,1,1
131,120,130,131,-1,1
131,120,132,133,-1,3
124,125,125,126,1,1
<<<<<<< HEAD
=======
125,126,126,127,1,1
>>>>>>> 051550ee474a4d0d7c336a56572e8f69175d09a0
