row1,col1,row2,col2,event_type1,event_type2
27,1,27,22,-1,3
27,1,27,30,-1,1
34,1,34,39,1,1
59,1,60,3,-1,-3
59,1,60,4,-1,-1
59,1,59,12,-1,1
59,1,59,13,-1,3
59,1,61,22,-1,-3
59,1,58,24,-1,1
59,1,60,53,-1,-1
59,1,61,56,-1,3
59,1,57,59,-1,3
59,1,59,60,-1,3
60,3,60,4,-3,-1
60,3,59,12,-3,1
60,3,59,13,-3,3
60,3,61,22,-3,-3
60,3,58,24,-3,1
60,3,60,53,-3,-1
60,3,61,56,-3,3
60,3,59,60,-3,3
109,3,107,4,-1,1
109,3,107,13,-1,-1
109,3,108,45,-1,1
109,3,109,59,-1,-1
109,3,107,78,-1,1
109,3,109,109,-1,1
45,4,44,21,1,1
60,4,59,12,-1,1
60,4,59,13,-1,3
60,4,61,22,-1,-3
60,4,58,24,-1,1
60,4,60,53,-1,-1
60,4,61,56,-1,3
60,4,59,60,-1,3
107,4,106,12,1,-1
107,4,107,13,1,-1
107,4,105,15,1,-1
107,4,105,21,1,1
107,4,106,24,1,-1
107,4,105,25,1,-1
107,4,108,45,1,1
107,4,106,54,1,-1
107,4,109,59,1,-1
107,4,105,71,1,1
107,4,106,73,1,1
107,4,107,78,1,1
107,4,109,109,1,1
40,10,39,11,1,1
40,10,42,12,1,-1
40,10,40,13,1,1.5
40,10,41,16,1,-1
40,10,42,34,1,1
39,11,40,13,1,1.5
39,11,41,16,1,-1
42,12,40,13,-1,1.5
42,12,41,16,-1,-1
42,12,44,21,-1,1
42,12,42,34,-1,1
59,12,59,13,1,3
59,12,61,22,1,-3
59,12,58,24,1,1
59,12,60,53,1,-1
59,12,61,56,1,3
59,12,57,59,1,3
59,12,59,60,1,3
80,12,82,54,-1,-1
80,12,82,71,-1,1
106,12,107,13,-1,-1
106,12,105,15,-1,-1
106,12,105,21,-1,1
106,12,106,24,-1,-1
106,12,105,25,-1,-1
106,12,108,45,-1,1
106,12,106,54,-1,-1
106,12,105,71,-1,1
106,12,106,73,-1,1
106,12,107,78,-1,1
40,13,41,16,1.5,-1
40,13,42,34,1.5,1
59,13,61,22,3,-3
59,13,58,24,3,1
59,13,60,53,3,-1
59,13,61,56,3,3
59,13,57,59,3,3
59,13,59,60,3,3
107,13,105,15,-1,-1
107,13,105,21,-1,1
107,13,106,24,-1,-1
107,13,105,25,-1,-1
107,13,108,45,-1,1
107,13,106,54,-1,-1
107,13,109,59,-1,-1
107,13,105,71,-1,1
107,13,106,73,-1,1
107,13,107,78,-1,1
107,13,109,109,-1,1
105,15,105,21,-1,1
105,15,106,24,-1,-1
105,15,105,25,-1,-1
105,15,106,54,-1,-1
105,15,103,69,-1,1
105,15,105,71,-1,1
105,15,106,73,-1,1
105,15,107,78,-1,1
105,15,103,82,-1,1
41,16,42,34,-1,1
44,21,42,34,1,1
105,21,106,24,1,-1
105,21,105,25,1,-1
105,21,106,54,1,-1
105,21,103,69,1,1
105,21,105,71,1,1
105,21,106,73,1,1
105,21,107,78,1,1
105,21,103,82,1,1
27,22,27,30,3,1
61,22,60,53,-3,-1
61,22,61,56,-3,3
61,22,59,60,-3,3
58,24,60,53,1,-1
58,24,57,59,1,3
58,24,59,60,1,3
106,24,105,25,-1,-1
106,24,108,45,-1,1
106,24,106,54,-1,-1
106,24,105,71,-1,1
106,24,106,73,-1,1
106,24,107,78,-1,1
100,25,102,56,1,-1
100,25,100,74,1,1
100,25,101,75,1,1
100,25,100,81,1,1
100,25,100,92,1,1
100,25,100,93,1,1
105,25,106,54,-1,-1
105,25,103,69,-1,1
105,25,105,71,-1,1
105,25,106,73,-1,1
105,25,107,78,-1,1
105,25,103,82,-1,1
30,27,31,34,1,1
70,33,68,60,1,3
52,39,50,53,-1,1
52,39,51,55,-1,1
52,39,53,56,-1,3
52,39,52,57,-1,3
67,39,68,60,1,3
108,45,106,54,1,-1
108,45,109,59,1,-1
108,45,106,73,1,1
108,45,107,78,1,1
108,45,109,109,1,1
50,53,49,54,1,1
50,53,51,55,1,1
50,53,52,57,1,3
60,53,61,56,-1,3
60,53,59,60,-1,3
49,54,51,55,1,1
82,54,82,71,-1,1
106,54,105,71,-1,1
106,54,106,73,-1,1
106,54,107,78,-1,1
51,55,53,56,1,3
51,55,52,57,1,3
53,56,52,57,3,3
61,56,59,60,3,3
102,56,103,69,-1,1
102,56,100,74,-1,1
102,56,101,75,-1,1
102,56,100,81,-1,1
102,56,103,82,-1,1
102,56,100,92,-1,1
102,56,100,93,-1,1
57,59,59,60,3,3
109,59,107,78,-1,1
109,59,109,109,-1,1
77,60,77,69,3,1
77,60,77,81,3,1
77,69,77,81,1,1
103,69,105,71,1,1
103,69,101,75,1,1
103,69,103,82,1,1
105,71,106,73,1,1
105,71,107,78,1,1
105,71,103,82,1,1
106,73,107,78,1,1
100,74,101,75,1,1
100,74,100,81,1,1
100,74,100,92,1,1
100,74,100,93,1,1
101,75,100,81,1,1
101,75,103,82,1,1
101,75,100,92,1,1
101,75,100,93,1,1
107,78,109,109,1,1
100,81,100,92,1,1
100,81,100,93,1,1
100,92,100,93,1,1
