row1,col1,row2,col2,event_type1,event_type2
18,1,16,13,1,3
23,1,25,4,-1,-1
23,1,23,16,-1,1
23,1,23,25,-1,1
81,1,79,70,-1,1
81,1,79,77,-1,1
105,2,103,3,1,-1
105,2,107,9,1,1
105,2,105,34,1,-1
105,2,107,69,1,-1
28,3,29,13,-1,3
28,3,29,24,-1,1
28,3,27,30,-1,1
60,3,60,4,-3,-1
60,3,58,13,-3,3
60,3,59,16,-3,1
60,3,59,24,-3,1
60,3,58,25,-3,1
60,3,62,39,-3,1
60,3,61,54,-3,-1
103,3,102,5,-1,-1
103,3,101,16,-1,-1
103,3,105,34,-1,-1
103,3,102,54,-1,1
103,3,102,80,-1,1
25,4,23,16,-1,1
25,4,23,25,-1,1
25,4,27,30,-1,1
42,4,40,12,1,-1
60,4,58,13,-1,3
60,4,59,16,-1,1
60,4,59,24,-1,1
60,4,58,25,-1,1
60,4,62,39,-1,1
60,4,61,54,-1,-1
84,4,85,5,-1,1
84,4,86,34,-1,-1
84,4,84,39,-1,-1
85,5,86,34,1,-1
85,5,84,39,1,-1
102,5,101,16,-1,-1
102,5,102,54,-1,1
102,5,100,77,-1,1
102,5,102,80,-1,1
102,5,100,82,-1,1
67,9,69,38,1,1
67,9,69,39,1,1
107,9,105,34,1,-1
107,9,109,39,1,-1
107,9,107,69,1,-1
107,9,109,70,1,-1
107,9,109,74,1,-1
39,10,39,11,1,1
39,10,40,12,1,-1
39,10,39,13,1,1.5
39,10,39,15,1,-1
39,10,39,34,1,1
51,10,51,13,-1,3
51,10,50,24,-1,-1
51,10,49,39,-1,-1
51,10,50,53,-1,1
51,10,50,54,-1,1
51,10,51,55,-1,1
51,10,53,56,-1,3
39,11,40,12,1,-1
39,11,39,13,1,1.5
39,11,39,15,1,-1
39,11,39,34,1,1
40,12,39,13,-1,1.5
40,12,39,15,-1,-1
40,12,39,34,-1,1
29,13,29,24,3,1
29,13,27,30,3,1
39,13,39,15,1.5,-1
39,13,39,34,1.5,1
51,13,50,24,3,-1
51,13,49,39,3,-1
51,13,50,53,3,1
51,13,50,54,3,1
51,13,51,55,3,1
51,13,53,56,3,3
58,13,59,16,3,1
58,13,59,24,3,1
58,13,58,25,3,1
58,13,56,59,3,3
39,15,39,34,-1,1
99,15,101,16,-1,-1
99,15,98,25,-1,-1
99,15,99,30,-1,-1
99,15,97,74,-1,1
99,15,98,75,-1,1
99,15,100,77,-1,1
99,15,97,81,-1,3
99,15,100,82,-1,1
23,16,23,25,1,1
59,16,59,24,1,1
59,16,58,25,1,1
59,16,61,54,1,-1
101,16,99,30,-1,-1
101,16,102,54,-1,1
101,16,100,77,-1,1
101,16,102,80,-1,1
101,16,100,82,-1,1
72,22,70,33,-3,1
72,22,72,34,-3,1
72,22,73,59,-3,3
29,24,27,30,1,1
50,24,49,39,-1,-1
50,24,50,53,-1,1
50,24,50,54,-1,1
50,24,51,55,-1,1
59,24,58,25,1,1
59,24,61,54,1,-1
58,25,56,59,1,3
98,25,99,30,-1,-1
98,25,97,74,-1,1
98,25,98,75,-1,1
98,25,100,77,-1,1
98,25,97,81,-1,3
98,25,100,82,-1,1
99,30,97,74,-1,1
99,30,98,75,-1,1
99,30,100,77,-1,1
99,30,97,81,-1,3
99,30,100,82,-1,1
70,33,72,34,1,1
70,33,69,38,1,1
70,33,69,39,1,1
33,34,33,37,1,1
33,34,34,39,1,1
72,34,73,59,1,3
86,34,84,39,-1,-1
105,34,107,69,-1,-1
33,37,34,39,1,1
69,38,69,39,1,1
49,39,50,53,-1,1
49,39,50,54,-1,1
49,39,51,55,-1,1
62,39,61,54,1,-1
109,39,107,69,-1,-1
109,39,109,70,-1,-1
109,39,109,74,-1,-1
50,53,50,54,1,1
50,53,51,55,1,1
50,54,51,55,1,1
102,54,100,77,1,1
102,54,102,80,1,1
102,54,100,82,1,1
51,55,53,56,1,3
77,69,79,70,1,1
77,69,76,75,1,1
77,69,79,77,1,1
77,69,77,81,1,3
107,69,109,70,-1,-1
107,69,109,74,-1,-1
79,70,79,77,1,1
79,70,77,81,1,3
109,70,109,74,-1,-1
93,71,91,95,1,1
97,74,98,75,1,1
97,74,97,81,1,3
76,75,77,81,1,3
98,75,100,77,1,1
98,75,97,81,1,3
98,75,100,82,1,1
79,77,77,81,1,3
100,77,102,80,1,1
100,77,100,82,1,1
102,80,100,82,1,1
89,93,91,95,1,1
