row1,col1,row2,col2,event_type1,event_type2
15,1,15,4,1,1
15,1,16,9,1,-1
30,1,32,33,-1,1
30,1,30,34,-1,1
55,1,54,13,-1,-3
55,1,53,57,-1,1
55,1,54,59,-1,3
61,1,63,34,-1,-3
61,1,63,57,-1,-1
78,1,79,34,-1,-3
78,1,78,54,-1,-1
78,1,78,70,-1,1
78,1,76,78,-1,1
78,1,76,81,-1,1
22,3,20,5,-1,1
22,3,21,13,-1,-1.5
22,3,21,15,-1,1
22,3,23,25,-1,1
38,3,39,12,1,-1
38,3,38,13,1,-3
38,3,39,16,1,-1
38,3,39,22,1,1
38,3,39,29,1,-1
38,3,38,34,1,-1.5
104,3,103,48,-1,-1
104,3,106,52,-1,1
104,3,105,60,-1,-1
104,3,103,96,-1,-1
15,4,16,9,1,-1
35,4,35,15,1,-1
35,4,33,37,1,1
35,4,34,39,1,1
74,4,72,69,-1,1
74,4,75,77,-1,1
74,4,76,78,-1,1
74,4,76,81,-1,1
20,5,21,13,1,-1.5
20,5,21,15,1,1
20,5,19,16,1,1
39,12,38,13,-1,-3
39,12,41,15,-1,-1
39,12,39,16,-1,-1
39,12,39,22,-1,1
39,12,41,25,-1,-1
39,12,39,29,-1,-1
39,12,38,34,-1,-1.5
51,12,49,24,-1,-1
51,12,51,34,-1,-3
51,12,52,51,-1,1
51,12,49,52,-1,1
51,12,51,53,-1,-1.5
51,12,49,54,-1,1
51,12,50,55,-1,1
51,12,52,56,-1,3
51,12,53,57,-1,1
21,13,21,15,-1.5,1
21,13,19,16,-1.5,1
21,13,23,25,-1.5,1
38,13,39,16,-3,-1
38,13,39,22,-3,1
38,13,39,29,-3,-1
38,13,38,34,-3,-1.5
54,13,52,51,-3,1
54,13,52,56,-3,3
54,13,53,57,-3,1
54,13,54,59,-3,3
21,15,19,16,1,1
21,15,23,25,1,1
35,15,33,37,-1,1
35,15,34,39,-1,1
41,15,39,16,-1,-1
41,15,39,22,-1,1
41,15,41,25,-1,-1
41,15,39,29,-1,-1
48,15,49,24,-1,-1
48,15,46,29,-1,-1
48,15,49,52,-1,1
48,15,49,54,-1,1
48,15,50,55,-1,1
39,16,39,22,-1,1
39,16,41,25,-1,-1
39,16,39,29,-1,-1
39,16,38,34,-1,-1.5
39,22,41,25,1,-1
39,22,39,29,1,-1
39,22,38,34,1,-1.5
109,23,108,50,1,1
109,23,109,93,1,-1
25,24,23,25,1,1
25,24,25,27,1,1
25,24,25,29,1,1
25,24,27,30,1,1
49,24,51,34,-1,-3
49,24,49,52,-1,1
49,24,51,53,-1,-1.5
49,24,49,54,-1,1
49,24,50,55,-1,1
23,25,25,27,1,1
23,25,25,29,1,1
41,25,39,29,-1,-1
25,27,25,29,1,1
25,27,27,30,1,1
25,29,27,30,1,1
39,29,38,34,-1,-1.5
32,33,30,34,1,1
32,33,33,37,1,1
32,33,34,39,1,1
51,34,52,51,-3,1
51,34,49,52,-3,1
51,34,51,53,-3,-1.5
51,34,49,54,-3,1
51,34,50,55,-3,1
51,34,52,56,-3,3
51,34,53,57,-3,1
63,34,64,48,-3,3
63,34,65,51,-3,1
63,34,63,57,-3,-1
79,34,78,54,-3,-1
79,34,78,70,-3,1
33,37,34,39,1,1
64,48,65,51,3,1
64,48,63,57,3,-1
103,48,105,60,-1,-1
103,48,103,96,-1,-1
108,50,106,52,1,1
108,50,109,93,1,-1
52,51,51,53,1,-1.5
52,51,50,55,1,1
52,51,52,56,1,3
52,51,53,57,1,1
52,51,54,59,1,3
65,51,63,57,1,-1
49,52,51,53,1,-1.5
49,52,49,54,1,1
49,52,50,55,1,1
71,52,69,53,-1,-3
71,52,69,54,-1,-1
71,52,70,55,-1,-1
71,52,69,59,-1,3
71,52,72,69,-1,1
71,52,69,72,-1,1
71,52,69,73,-1,1
71,52,70,74,-1,1
71,52,71,75,-1,1
106,52,105,60,1,-1
51,53,49,54,-1.5,1
51,53,50,55,-1.5,1
51,53,52,56,-1.5,3
51,53,53,57,-1.5,1
69,53,69,54,-3,-1
69,53,70,55,-3,-1
69,53,69,59,-3,3
69,53,68,71,-3,1
69,53,69,72,-3,1
69,53,69,73,-3,1
69,53,70,74,-3,1
69,53,71,75,-3,1
49,54,50,55,1,1
69,54,70,55,-1,-1
69,54,69,59,-1,3
69,54,68,71,-1,1
69,54,69,72,-1,1
69,54,69,73,-1,1
69,54,70,74,-1,1
69,54,71,75,-1,1
78,54,78,70,-1,1
78,54,76,78,-1,1
78,54,76,81,-1,1
50,55,52,56,1,3
70,55,69,59,-1,3
70,55,72,69,-1,1
70,55,68,71,-1,1
70,55,69,72,-1,1
70,55,69,73,-1,1
70,55,70,74,-1,1
70,55,71,75,-1,1
52,56,53,57,3,1
52,56,54,59,3,3
53,57,54,59,1,3
69,59,68,71,3,1
69,59,69,72,3,1
69,59,69,73,3,1
69,59,70,74,3,1
69,59,71,75,3,1
105,60,103,96,-1,-1
72,69,70,74,1,1
72,69,71,75,1,1
78,70,76,78,1,1
78,70,76,81,1,1
68,71,69,72,1,1
68,71,69,73,1,1
68,71,70,74,1,1
69,72,69,73,1,1
69,72,70,74,1,1
69,72,71,75,1,1
69,73,70,74,1,1
69,73,71,75,1,1
70,74,71,75,1,1
87,74,88,93,-1,1
75,77,76,78,1,1
75,77,76,81,1,1
76,78,76,81,1,1
91,95,91,96,1,1
