row1,col1,row2,col2,event_type1,event_type2
16,1,18,4,1,-1
24,1,24,24,-1,1
24,1,24,25,-1,1
30,1,28,29,-1,1
30,1,30,34,-1,1
42,1,42,4,1,1
42,1,42,27,1,-1
61,1,59,3,-1,-1
61,1,62,4,-1,-1
61,1,60,22,-1,-1
61,1,59,53,-1,1
68,1,68,4,-1,1
68,1,70,52,-1,-1
68,1,70,53,-1,-1
68,1,70,54,-1,-1
68,1,70,55,-1,-1
68,1,66,59,-1,1
68,1,67,71,-1,1
68,1,69,72,-1,1
68,1,70,73,-1,1
68,1,70,74,-1,1
102,1,101,4,-1,-1
102,1,102,48,-1,-1
107,1,109,3,1,-1
107,1,109,56,1,-1
107,1,106,74,1,-1
107,1,105,82,1,-1
59,3,60,22,-1,-1
59,3,57,52,-1,1
59,3,59,53,-1,1
109,3,110,13,-1,-1
109,3,110,30,-1,1
109,3,109,56,-1,-1
42,4,42,27,1,-1
62,4,60,22,-1,-1
62,4,64,57,-1,-1
68,4,70,52,1,-1
68,4,70,53,1,-1
68,4,70,54,1,-1
68,4,70,55,1,-1
68,4,66,59,1,1
68,4,67,71,1,1
68,4,69,72,1,1
68,4,70,73,1,1
68,4,70,74,1,1
78,4,78,48,-1,1
78,4,79,54,-1,-1
78,4,77,81,-1,1
101,4,102,48,-1,-1
101,4,99,93,-1,1
39,12,39,13,-1,-3
39,12,38,15,-1,-1
39,12,39,16,-1,-1
39,12,39,24,-1,-1
39,12,39,34,-1,1
21,13,21,15,-1.5,1
21,13,21,16,-1.5,1
39,13,38,15,-3,-1
39,13,39,16,-3,-1
39,13,39,24,-3,-1
39,13,39,34,-3,1
48,13,48,25,-3,-1
48,13,50,53,-3,1
48,13,49,54,-3,1
110,13,110,30,-1,1
110,13,109,56,-1,-1
21,15,21,16,1,1
38,15,39,16,-1,-1
38,15,39,24,-1,-1
38,15,39,34,-1,1
33,16,35,22,-1,1
33,16,34,39,-1,1
39,16,39,24,-1,-1
39,16,39,34,-1,1
35,22,34,39,1,1
60,22,59,53,-1,1
24,24,24,25,1,1
39,24,39,34,-1,1
48,25,50,53,-1,1
48,25,49,54,-1,1
28,29,27,30,1,1
28,29,30,34,1,1
110,30,109,56,1,-1
65,48,64,57,1,-1
65,48,66,59,1,1
65,48,67,71,1,1
78,48,79,54,1,-1
78,48,77,81,1,1
57,52,59,53,1,1
70,52,70,53,-1,-1
70,52,70,54,-1,-1
70,52,70,55,-1,-1
70,52,72,69,-1,1
70,52,69,72,-1,1
70,52,70,73,-1,1
70,52,70,74,-1,1
50,53,49,54,1,1
50,53,51,55,1,1
50,53,52,56,1,3
50,53,52,57,1,1
70,53,70,54,-1,-1
70,53,70,55,-1,-1
70,53,72,69,-1,1
70,53,69,72,-1,1
70,53,70,73,-1,1
70,53,70,74,-1,1
49,54,51,55,1,1
70,54,70,55,-1,-1
70,54,72,69,-1,1
70,54,69,72,-1,1
70,54,70,73,-1,1
70,54,70,74,-1,1
79,54,77,81,-1,1
51,55,52,56,1,3
51,55,52,57,1,1
70,55,72,69,-1,1
70,55,69,72,-1,1
70,55,70,73,-1,1
70,55,70,74,-1,1
52,56,52,57,3,1
64,57,66,59,-1,1
66,59,67,71,1,1
72,69,73,70,1,3
72,69,70,73,1,1
72,69,70,74,1,1
72,69,74,75,1,1
73,70,74,75,3,1
67,71,69,72,1,1
87,71,85,82,1,1
69,72,70,73,1,1
69,72,70,74,1,1
70,73,70,74,1,1
106,74,105,82,-1,-1
