row1,col1,row2,col2,event_type1,event_type2
29,1,27,29,-1,1
29,1,28,30,-1,1
29,1,30,34,-1,1
40,1,40,12,1,-1
40,1,39,13,1,-1
40,1,39,16,1,-1
40,1,39,22,1,1
40,1,41,25,1,-1
64,1,66,48,-1,3
64,1,62,52,-1,1
64,1,62,55,-1,1
60,3,61,22,-1,-1
60,3,62,52,-1,1
60,3,62,55,-1,1
107,3,106,4,-1,-1
107,3,108,23,-1,1
107,3,109,25,-1,1
107,3,108,27,-1,1
107,3,109,38,-1,-1
106,4,108,23,-1,1
106,4,108,27,-1,1
22,12,20,13,1,1
22,12,20,15,1,1
22,12,20,16,1,1
22,12,24,25,1,1
40,12,39,13,-1,-1
40,12,39,16,-1,-1
40,12,39,22,-1,1
40,12,41,25,-1,-1
20,13,20,15,1,1
20,13,20,16,1,1
39,13,39,16,-1,-1
39,13,39,22,-1,1
39,13,41,25,-1,-1
53,13,51,34,-1,-1
53,13,51,52,-1,1
53,13,51,55,-1,1
53,13,53,56,-1,3
53,13,52,57,-1,3
20,15,20,16,1,1
32,16,30,34,-1,1
32,16,34,38,-1,1
32,16,34,39,-1,1
39,16,39,22,-1,1
39,16,41,25,-1,-1
39,22,41,25,1,-1
61,22,62,52,-1,1
61,22,62,55,-1,1
108,23,109,25,1,1
108,23,108,27,1,1
108,23,109,38,1,-1
108,23,110,52,1,1
108,23,110,93,1,-1
24,25,26,27,1,1
109,25,108,27,1,1
109,25,109,38,1,-1
109,25,110,52,1,1
109,25,110,93,1,-1
26,27,27,29,1,1
26,27,28,30,1,1
108,27,109,38,1,-1
108,27,110,52,1,1
108,27,110,93,1,-1
27,29,28,30,1,1
28,30,30,34,1,1
51,34,51,52,-1,1
51,34,50,53,-1,1
51,34,49,54,-1,1
51,34,51,55,-1,1
51,34,53,56,-1,3
51,34,52,57,-1,3
69,34,71,52,1,-1
69,34,70,53,1,-1
69,34,70,54,1,-1
69,34,70,55,1,-1
69,34,67,59,1,3
69,34,69,71,1,1
69,34,70,73,1,1
69,34,69,74,1,1
69,34,71,75,1,1
34,38,34,39,1,1
109,38,110,52,-1,1
109,38,110,93,-1,-1
66,48,67,59,3,3
102,48,103,54,-1,1
51,52,50,53,1,1
51,52,49,54,1,1
51,52,51,55,1,1
51,52,53,56,1,3
51,52,52,57,1,3
62,52,62,55,1,1
71,52,70,53,-1,-1
71,52,70,54,-1,-1
71,52,70,55,-1,-1
71,52,73,69,-1,1
71,52,69,71,-1,1
71,52,70,73,-1,1
71,52,69,74,-1,1
71,52,71,75,-1,1
110,52,110,93,1,-1
50,53,49,54,1,1
50,53,51,55,1,1
50,53,52,57,1,3
70,53,70,54,-1,-1
70,53,70,55,-1,-1
70,53,69,71,-1,1
70,53,70,73,-1,1
70,53,69,74,-1,1
70,53,71,75,-1,1
49,54,51,55,1,1
70,54,70,55,-1,-1
70,54,69,71,-1,1
70,54,70,73,-1,1
70,54,69,74,-1,1
70,54,71,75,-1,1
51,55,53,56,1,3
51,55,52,57,1,3
70,55,69,71,-1,1
70,55,70,73,-1,1
70,55,69,74,-1,1
70,55,71,75,-1,1
53,56,52,57,3,3
67,59,69,71,3,1
67,59,69,74,3,1
73,69,71,75,1,1
98,69,98,70,1,1
78,70,76,81,1,1
69,71,70,73,1,1
69,71,69,74,1,1
69,71,71,75,1,1
70,73,69,74,1,1
70,73,71,75,1,1
69,74,71,75,1,1
