row1,col1,row2,col2,event_type1,event_type2
29,1,27,3,-1,1.5
29,1,27,27,-1,1
29,1,28,29,-1,1
29,1,29,30,-1,1
35,1,36,22,-1,1
35,1,33,34,-1,3
41,1,42,3,1,3
41,1,39,4,1,1
41,1,42,12,1,-1
41,1,41,13,1,-3
41,1,39,16,1,-1
41,1,40,22,1,-1.5
41,1,40,25,1,-1
59,2,61,22,-1,-3
59,2,58,59,-1,3
27,3,27,27,1.5,1
27,3,28,29,1.5,1
27,3,29,30,1.5,1
42,3,42,12,3,-1
42,3,41,13,3,-3
42,3,40,22,3,-1.5
42,3,40,25,3,-1
62,3,62,4,-1,-1
62,3,61,22,-1,-3
62,3,62,52,-1,1
107,3,106,4,-3,-1
107,3,108,21,-3,1
107,3,108,23,-3,1
107,3,109,25,-3,1
107,3,108,27,-3,1
39,4,41,13,1,-3
39,4,39,16,1,-1
39,4,40,22,1,-1.5
39,4,40,25,1,-1
50,4,49,15,1,-1
50,4,52,34,1,-1
50,4,51,52,1,1
50,4,52,53,1,1
62,4,61,22,-1,-3
62,4,62,52,-1,1
106,4,108,21,-1,1
106,4,108,23,-1,1
106,4,108,27,-1,1
23,12,21,16,1,1
23,12,24,25,1,1
42,12,41,13,-1,-3
42,12,40,22,-1,-1.5
42,12,40,25,-1,-1
20,13,20,15,3,1
20,13,21,16,3,1
41,13,39,16,-3,-1
41,13,40,22,-3,-1.5
41,13,40,25,-3,-1
20,15,21,16,1,1
49,15,51,52,-1,1
39,16,40,22,-1,-1.5
39,16,40,25,-1,-1
108,21,108,23,1,1
108,21,109,25,1,1
108,21,108,27,1,1
108,21,110,52,1,1
108,21,110,93,1,-1
40,22,40,25,-1.5,-1
61,22,62,52,-3,1
71,22,69,34,1,1
71,22,72,52,1,-1
71,22,70,53,1,-1
71,22,70,54,1,-1
71,22,71,55,1,-1
71,22,70,71,1,1
108,23,109,25,1,1
108,23,108,27,1,1
108,23,110,52,1,1
108,23,110,93,1,-1
109,25,108,27,1,1
109,25,110,52,1,1
109,25,110,93,1,-1
27,27,28,29,1,1
27,27,29,30,1,1
108,27,110,52,1,1
108,27,110,93,1,-1
28,29,29,30,1,1
52,34,51,52,-1,1
52,34,52,53,-1,1
52,34,53,54,-1,1
52,34,54,55,-1,1
69,34,70,53,1,-1
69,34,70,54,1,-1
69,34,71,55,1,-1
69,34,67,59,1,3
69,34,70,71,1,1
65,48,65,57,3,3
65,48,67,59,3,3
81,48,80,81,3,1
102,48,103,54,-1,1
102,48,100,69,-1,1
102,48,100,70,-1,1
51,52,52,53,1,1
51,52,53,54,1,1
72,52,70,53,-1,-1
72,52,70,54,-1,-1
72,52,71,55,-1,-1
72,52,70,71,-1,1
72,52,74,75,-1,1
110,52,110,93,1,-1
52,53,53,54,1,1
52,53,54,55,1,1
70,53,70,54,-1,-1
70,53,71,55,-1,-1
70,53,70,71,-1,1
53,54,54,55,1,1
53,54,55,56,1,3
70,54,71,55,-1,-1
70,54,70,71,-1,1
54,55,55,56,1,3
54,55,56,57,1,3
71,55,70,71,-1,1
55,56,56,57,3,3
56,57,58,59,3,3
65,57,67,59,3,3
78,57,78,70,3,1
78,57,80,81,3,1
75,69,74,75,1,1
100,69,100,70,1,1
78,70,80,81,1,1
