row1,col1,row2,col2,event_type1,event_type2
29,1,31,3,-1,-1
29,1,30,27,-1,1
29,1,29,30,-1,1
59,1,61,4,-1,-1
59,1,59,12,-1,1
59,1,60,15,-1,1
59,1,60,22,-1,-3
59,1,59,24,-1,1
59,1,58,59,-1,3
59,1,59,60,-1,3
92,1,90,4,1,-1
92,1,92,57,1,1
31,3,30,27,-1,1
31,3,29,30,-1,1
31,3,33,34,-1,3
62,3,61,4,-3,-1
62,3,60,15,-3,1
62,3,60,22,-3,-3
62,3,64,30,-3,1
62,3,62,53,-3,-1
87,3,86,56,-1,3
87,3,85,60,-1,3
101,3,102,15,1,-1
101,3,102,56,1,-1
101,3,102,57,1,-1
101,3,103,69,1,1
101,3,100,74,1,1
101,3,102,75,1,1
101,3,99,81,1,1
101,3,103,82,1,1
101,3,100,92,1,1
101,3,100,93,1,1
109,3,107,13,-1,-1
109,3,110,39,-1,-1
109,3,107,54,-1,-1
109,3,109,59,-1,-1
109,3,107,78,-1,1
109,3,109,109,-1,1
46,4,46,21,1,1
61,4,59,12,-1,1
61,4,60,15,-1,1
61,4,60,22,-1,-3
61,4,59,24,-1,1
61,4,62,53,-1,-1
61,4,59,60,-1,3
90,4,92,57,-1,1
105,4,106,12,1,-1
105,4,107,13,1,-1
105,4,105,21,1,1
105,4,106,24,1,-1
105,4,106,25,1,-1
105,4,107,54,1,-1
105,4,103,69,1,1
105,4,105,71,1,1
105,4,106,73,1,1
105,4,107,78,1,1
105,4,103,82,1,1
40,10,42,12,1,-1
40,10,41,13,1,1.5
40,10,41,16,1,-1
40,10,41,42,1,1
42,12,41,13,-1,1.5
42,12,41,16,-1,-1
42,12,41,42,-1,1
59,12,60,15,1,1
59,12,60,22,1,-3
59,12,59,24,1,1
59,12,58,59,1,3
59,12,59,60,1,3
80,12,78,25,-1,-1
80,12,80,57,-1,3
80,12,82,71,-1,1
80,12,80,75,-1,1
80,12,80,81,-1,1
106,12,107,13,-1,-1
106,12,105,21,-1,1
106,12,106,24,-1,-1
106,12,106,25,-1,-1
106,12,107,54,-1,-1
106,12,105,71,-1,1
106,12,106,73,-1,1
106,12,107,78,-1,1
26,13,24,15,3,1
26,13,24,25,3,1
41,13,41,16,1.5,-1
41,13,41,42,1.5,1
107,13,105,21,-1,1
107,13,106,24,-1,-1
107,13,106,25,-1,-1
107,13,107,54,-1,-1
107,13,109,59,-1,-1
107,13,105,71,-1,1
107,13,106,73,-1,1
107,13,107,78,-1,1
107,13,109,109,-1,1
24,15,24,25,1,1
60,15,60,22,1,-3
60,15,59,24,1,1
60,15,62,53,1,-1
60,15,58,59,1,3
60,15,59,60,1,3
102,15,102,56,-1,-1
102,15,102,57,-1,-1
102,15,103,69,-1,1
102,15,100,74,-1,1
102,15,102,75,-1,1
102,15,103,82,-1,1
102,15,100,92,-1,1
102,15,100,93,-1,1
41,16,41,42,-1,1
105,21,106,24,1,-1
105,21,106,25,1,-1
105,21,107,54,1,-1
105,21,103,69,1,1
105,21,105,71,1,1
105,21,106,73,1,1
105,21,107,78,1,1
105,21,103,82,1,1
60,22,59,24,-3,1
60,22,62,53,-3,-1
60,22,58,59,-3,3
60,22,59,60,-3,3
76,22,78,25,-3,-1
76,22,74,54,-3,1
76,22,77,69,-3,1
98,22,100,74,1,1
98,22,99,81,1,1
98,22,100,92,1,1
98,22,100,93,1,1
59,24,58,59,1,3
59,24,59,60,1,3
106,24,106,25,-1,-1
106,24,107,54,-1,-1
106,24,105,71,-1,1
106,24,106,73,-1,1
106,24,107,78,-1,1
78,25,80,57,-1,3
78,25,77,69,-1,1
78,25,80,75,-1,1
78,25,80,81,-1,1
106,25,107,54,-1,-1
106,25,105,71,-1,1
106,25,106,73,-1,1
106,25,107,78,-1,1
30,27,29,30,1,1
64,30,62,53,1,-1
70,33,68,39,1,1
70,33,71,56,1,3
70,33,68,57,1,3
50,39,52,52,-1,1
68,39,68,57,1,3
68,39,67,60,1,3
110,39,109,59,-1,-1
110,39,109,109,-1,1
52,52,53,54,1,1
52,52,54,55,1,1
53,54,54,55,1,1
53,54,55,56,1,3
107,54,109,59,-1,-1
107,54,105,71,-1,1
107,54,106,73,-1,1
107,54,107,78,-1,1
107,54,109,109,-1,1
54,55,55,56,1,3
54,55,56,57,1,3
55,56,56,57,3,3
86,56,85,60,3,3
102,56,102,57,-1,-1
102,56,103,69,-1,1
102,56,100,74,-1,1
102,56,102,75,-1,1
102,56,103,82,-1,1
102,56,100,92,-1,1
102,56,100,93,-1,1
56,57,58,59,3,3
68,57,67,60,3,3
80,57,82,71,3,1
80,57,80,75,3,1
80,57,80,81,3,1
102,57,103,69,-1,1
102,57,100,74,-1,1
102,57,102,75,-1,1
102,57,103,82,-1,1
102,57,100,92,-1,1
102,57,100,93,-1,1
58,59,59,60,3,3
109,59,107,78,-1,1
109,59,109,109,-1,1
103,69,105,71,1,1
103,69,102,75,1,1
103,69,103,82,1,1
82,71,80,75,1,1
82,71,80,81,1,1
105,71,106,73,1,1
105,71,107,78,1,1
105,71,103,82,1,1
106,73,107,78,1,1
100,74,102,75,1,1
100,74,99,81,1,1
100,74,100,92,1,1
100,74,100,93,1,1
80,75,80,81,1,1
102,75,103,82,1,1
102,75,100,92,1,1
102,75,100,93,1,1
107,78,109,109,1,1
99,81,100,92,1,1
99,81,100,93,1,1
100,92,100,93,1,1
