row1,col1,row2,col2,event_type1,event_type2
24,1,22,12,-1,1
24,1,24,24,-1,1
24,1,24,25,-1,1
42,1,40,24,1,-1
42,1,42,27,1,-1
51,1,51,4,1,1
51,1,52,30,1,-1
51,1,52,52,1,1
51,1,52,53,1,3
51,1,53,54,1,1
68,1,70,54,-1,-1
68,1,66,57,-1,-1
68,1,66,59,-1,1
68,1,70,71,-1,1
103,1,104,4,-1,-1
103,1,102,48,-1,-1
109,1,109,3,1,-1
109,1,109,56,1,-1
109,1,108,82,1,-1
19,3,20,4,1,-1
19,3,19,13,1,1
19,3,21,15,1,1
19,3,21,16,1,1
28,3,28,29,-1,1
28,3,29,30,-1,1
60,3,60,22,-1,-3
60,3,58,59,-1,1
109,3,109,56,-1,-1
109,3,108,82,-1,-1
20,4,22,12,-1,1
20,4,19,13,-1,1
20,4,21,15,-1,1
20,4,21,16,-1,1
51,4,52,30,1,-1
51,4,52,52,1,1
51,4,52,53,1,3
51,4,53,54,1,1
80,4,78,48,-1,3
80,4,79,54,-1,-1
80,4,80,81,-1,1
104,4,102,48,-1,-1
22,12,21,15,1,1
22,12,21,16,1,1
22,12,24,24,1,1
22,12,24,25,1,1
39,12,39,13,-1,-3
39,12,37,15,-1,-1
39,12,39,16,-1,-1
39,12,39,22,-1,-1.5
39,12,40,24,-1,-1
19,13,21,15,1,1
19,13,21,16,1,1
39,13,37,15,-3,-1
39,13,39,16,-3,-1
39,13,39,22,-3,-1.5
39,13,40,24,-3,-1
21,15,21,16,1,1
37,15,39,16,-1,-1
37,15,35,22,-1,1
37,15,39,22,-1,-1.5
39,16,39,22,-1,-1.5
39,16,40,24,-1,-1
35,22,33,34,1,1
39,22,40,24,-1.5,-1
60,22,58,59,-3,1
24,24,24,25,1,1
40,24,42,27,-1,-1
28,29,29,30,1,1
52,30,52,52,-1,1
52,30,52,53,-1,3
52,30,53,54,-1,1
52,30,54,55,-1,1
65,48,66,57,3,-1
65,48,66,59,3,1
78,48,79,54,3,-1
78,48,80,81,3,1
52,52,52,53,1,3
52,52,53,54,1,1
52,52,54,55,1,1
71,52,71,53,-1,-1
71,52,70,54,-1,-1
71,52,71,55,-1,-1
71,52,72,69,-1,1
71,52,73,70,-1,3
71,52,70,71,-1,1
71,52,73,74,-1,1
52,53,53,54,3,1
52,53,54,55,3,1
71,53,70,54,-1,-1
71,53,71,55,-1,-1
71,53,72,69,-1,1
71,53,73,70,-1,3
71,53,70,71,-1,1
71,53,73,74,-1,1
53,54,54,55,1,1
53,54,55,56,1,3
70,54,71,55,-1,-1
70,54,72,69,-1,1
70,54,70,71,-1,1
79,54,80,81,-1,1
54,55,55,56,1,3
54,55,56,57,1,1
71,55,72,69,-1,1
71,55,73,70,-1,3
71,55,70,71,-1,1
71,55,73,74,-1,1
55,56,56,57,3,1
109,56,108,82,-1,-1
56,57,58,59,1,1
66,57,66,59,-1,1
72,69,73,70,1,3
72,69,70,71,1,1
72,69,73,74,1,1
72,69,74,75,1,1
73,70,73,74,3,1
73,70,74,75,3,1
73,74,74,75,1,1
99,75,99,93,1,1
93,81,95,82,1,1
93,81,92,93,1,1
