row1,col1,row2,col2,event_type1,event_type2
27,1,28,3,-1,-1
27,1,29,13,-1,3
27,1,27,22,-1,3
27,1,29,24,-1,1
27,1,25,25,-1,1
27,1,29,30,-1,1
52,1,52,10,1,-1
52,1,50,39,1,-1
52,1,52,53,1,1
52,1,53,54,1,1
52,1,54,55,1,1
66,1,67,9,-1,1
66,1,65,39,-1,1
76,1,77,55,1,1
76,1,77,69,1,1
76,1,77,75,1,1
82,1,84,39,-1,-1
82,1,80,59,-1,3
82,1,81,77,-1,1
82,1,80,81,-1,3
99,1,99,15,1,-1
99,1,101,16,1,-1
99,1,99,25,1,-1
99,1,99,30,1,-1
99,1,101,48,1,1
99,1,100,75,1,1
99,1,101,77,1,1
105,2,105,3,1,-1
105,2,104,5,1,-1
105,2,107,9,1,1
105,2,105,22,1,-1
105,2,106,38,1,-1
105,2,107,78,1,1
28,3,29,13,-1,3
28,3,27,22,-1,3
28,3,29,24,-1,1
28,3,29,30,-1,1
58,3,60,4,-3,-1
58,3,58,13,-3,3
58,3,59,16,-3,1
58,3,58,25,-3,1
58,3,58,59,-3,3
105,3,104,5,-1,-1
105,3,107,9,-1,1
105,3,105,22,-1,-1
105,3,106,38,-1,-1
105,3,107,78,-1,1
42,4,40,11,1,1
42,4,41,13,1,1.5
42,4,40,16,1,-1
42,4,43,22,1,3
42,4,40,38,1,1
60,4,58,13,-1,3
60,4,59,16,-1,1
60,4,61,22,-1,-3
60,4,61,24,-1,1
60,4,58,25,-1,1
60,4,58,59,-1,3
104,5,105,22,-1,-1
104,5,106,38,-1,-1
104,5,102,54,-1,1
67,9,69,38,1,1
67,9,65,39,1,1
67,9,69,59,1,3
107,9,109,12,1,-1
107,9,105,22,1,-1
107,9,106,38,1,-1
107,9,109,39,1,-1
107,9,108,55,1,-1
107,9,107,78,1,1
39,10,40,11,1,1
39,10,41,13,1,1.5
39,10,39,15,1,-1
39,10,40,16,1,-1
39,10,39,34,1,3
39,10,40,38,1,1
39,10,39,39,1,1
52,10,50,39,-1,-1
52,10,52,53,-1,1
52,10,53,54,-1,1
52,10,54,55,-1,1
40,11,41,13,1,1.5
40,11,39,15,1,-1
40,11,40,16,1,-1
40,11,39,34,1,3
40,11,40,38,1,1
40,11,39,39,1,1
19,12,21,15,1,1
19,12,19,16,1,1
109,12,109,39,-1,-1
109,12,108,55,-1,-1
109,12,110,74,-1,-1
109,12,107,78,-1,1
22,13,21,15,3,1
29,13,27,22,3,3
29,13,29,24,3,1
29,13,29,30,3,1
41,13,39,15,1.5,-1
41,13,40,16,1.5,-1
41,13,43,22,1.5,3
41,13,39,34,1.5,3
41,13,40,38,1.5,1
41,13,39,39,1.5,1
58,13,59,16,3,1
58,13,58,25,3,1
58,13,58,59,3,3
21,15,19,16,1,1
39,15,40,16,-1,-1
39,15,39,34,-1,3
39,15,40,38,-1,1
39,15,39,39,-1,1
86,15,86,34,1,-1
86,15,84,39,1,-1
86,15,86,71,1,1
99,15,101,16,-1,-1
99,15,99,25,-1,-1
99,15,99,30,-1,-1
99,15,101,48,-1,1
99,15,100,75,-1,1
99,15,101,77,-1,1
40,16,39,34,-1,3
40,16,40,38,-1,1
40,16,39,39,-1,1
59,16,61,22,1,-3
59,16,61,24,1,1
59,16,58,25,1,1
59,16,58,59,1,3
101,16,99,25,-1,-1
101,16,99,30,-1,-1
101,16,101,48,-1,1
101,16,102,54,-1,1
101,16,100,75,-1,1
101,16,101,77,-1,1
27,22,29,24,3,1
27,22,25,25,3,1
27,22,29,30,3,1
61,22,61,24,-3,1
61,22,63,54,-3,-1
72,22,70,33,-3,1
72,22,73,34,-3,1
72,22,73,56,-3,3
105,22,106,38,-1,-1
105,22,107,78,-1,1
29,24,29,30,1,1
61,24,63,54,1,-1
58,25,58,59,1,3
89,25,90,53,1,1
99,25,99,30,-1,-1
99,25,101,48,-1,1
99,25,100,75,-1,1
99,25,101,77,-1,1
99,30,101,48,-1,1
99,30,100,75,-1,1
99,30,101,77,-1,1
70,33,69,38,1,1
70,33,69,59,1,3
39,34,40,38,3,1
39,34,39,39,3,1
73,34,73,56,1,3
86,34,84,39,-1,-1
86,34,86,71,-1,1
40,38,39,39,1,1
69,38,69,59,1,3
106,38,108,55,-1,-1
106,38,107,78,-1,1
50,39,52,53,-1,1
65,39,63,54,1,-1
84,39,86,71,-1,1
109,39,108,55,-1,-1
109,39,110,74,-1,-1
109,39,107,78,-1,1
101,48,102,54,1,1
101,48,100,75,1,1
101,48,101,77,1,1
52,53,53,54,1,1
52,53,54,55,1,1
90,53,92,71,1,1
90,53,92,93,1,3
53,54,54,55,1,1
53,54,55,56,1,3
102,54,100,75,1,1
102,54,101,77,1,1
54,55,55,56,1,3
77,55,77,69,1,1
77,55,79,70,1,1
77,55,77,75,1,1
108,55,110,74,-1,-1
108,55,107,78,-1,1
80,59,79,70,3,1
80,59,81,77,3,1
80,59,80,81,3,3
77,69,79,70,1,1
77,69,77,75,1,1
79,70,77,75,1,1
79,70,81,77,1,1
79,70,80,81,1,3
92,71,93,74,1,1
92,71,92,93,1,3
93,74,92,93,1,3
100,75,101,77,1,1
81,77,80,81,1,3
