row1,col1,row2,col2,event_type1,event_type2
26,1,25,3,-3,1.5
26,1,25,4,-3,-1
26,1,24,24,-3,1
26,1,24,25,-3,1
26,1,27,26,-3,1
26,1,26,27,-3,1
26,1,28,29,-3,1
57,1,55,56,-1,3
57,1,58,59,-1,3
70,1,71,52,1,-1
70,1,69,53,1,-1
70,1,69,54,1,-1
70,1,70,55,1,-1
70,1,72,69,1,1
70,1,70,71,1,1
70,1,71,72,1,1
70,1,72,73,1,1
76,1,74,4,-1,-1
76,1,77,70,-1,1
76,1,74,75,-1,1
76,1,76,77,-1,1
76,1,77,78,-1,1
25,3,25,4,1.5,-1
25,3,24,24,1.5,1
25,3,24,25,1.5,1
25,3,27,26,1.5,1
25,3,26,27,1.5,1
40,3,40,12,3,-1
40,3,39,13,3,-1
40,3,41,15,3,-1
40,3,39,16,3,-1
40,3,39,22,3,1
40,3,39,25,3,-1
40,3,40,29,3,-1
40,3,38,34,3,-1.5
104,3,104,5,-1,-1
104,3,102,30,-1,-1
104,3,103,48,-1,-1
104,3,103,59,-1,-1
104,3,106,60,-1,-1
104,3,103,78,-1,1
25,4,24,24,-1,1
25,4,24,25,-1,1
25,4,27,26,-1,1
25,4,26,27,-1,1
37,4,39,13,1,-1
37,4,35,15,1,-1
37,4,39,16,1,-1
37,4,39,22,1,1
37,4,39,25,1,-1
37,4,38,34,1,-1.5
74,4,72,69,-1,1
74,4,72,73,-1,1
74,4,73,74,-1,1
74,4,74,75,-1,1
74,4,76,77,-1,1
20,5,19,9,1,-1
20,5,20,13,1,3
20,5,21,15,1,1
20,5,21,16,1,1
104,5,102,30,-1,-1
104,5,103,48,-1,-1
104,5,103,59,-1,-1
104,5,106,60,-1,-1
104,5,103,78,-1,1
19,9,20,13,-1,3
19,9,21,15,-1,1
19,9,21,16,-1,1
40,12,39,13,-1,-1
40,12,41,15,-1,-1
40,12,39,16,-1,-1
40,12,39,22,-1,1
40,12,39,25,-1,-1
40,12,40,29,-1,-1
40,12,38,34,-1,-1.5
46,12,48,15,-1,-1
46,12,48,24,-1,-1
46,12,46,29,-1,-1
46,12,45,37,-1,-1
20,13,21,15,3,1
20,13,21,16,3,1
31,13,29,30,3,1
31,13,32,33,3,1
31,13,33,34,3,1
39,13,41,15,-1,-1
39,13,39,16,-1,-1
39,13,39,22,-1,1
39,13,39,25,-1,-1
39,13,40,29,-1,-1
39,13,38,34,-1,-1.5
50,13,48,15,-1,-1
50,13,48,24,-1,-1
50,13,49,27,-1,-1
50,13,52,34,-1,-3
50,13,51,39,-1,-1
50,13,51,52,-1,1
50,13,52,53,-1,1
21,15,21,16,1,1
35,15,33,34,-1,1
41,15,39,16,-1,-1
41,15,39,22,-1,1
41,15,39,25,-1,-1
41,15,40,29,-1,-1
48,15,48,24,-1,-1
48,15,49,27,-1,-1
48,15,46,29,-1,-1
39,16,39,22,-1,1
39,16,39,25,-1,-1
39,16,40,29,-1,-1
39,16,38,34,-1,-1.5
39,22,39,25,1,-1
39,22,40,29,1,-1
39,22,38,34,1,-1.5
61,22,63,34,-1,-3
110,23,108,52,1,1
110,23,110,54,1,1
