row1,col1,row2,col2,event_type1,event_type2
29,1,28,3,-1,-1
29,1,28,29,-1,1
29,1,29,30,-1,1
28,3,28,29,-1,1
28,3,29,30,-1,1
41,3,40,12,1,-1
41,3,40,13,1,-1
41,3,40,22,1,1
41,3,40,25,1,-1
22,12,21,16,1,1
40,12,40,13,-1,-1
40,12,39,16,-1,-1
40,12,40,22,-1,1
40,12,40,25,-1,-1
40,13,39,16,-1,-1
40,13,40,22,-1,1
40,13,40,25,-1,-1
50,13,51,52,-1,1
20,15,21,16,1,1
39,16,40,22,-1,1
39,16,40,25,-1,-1
40,22,40,25,1,-1
58,22,58,59,-1,1
24,24,25,26,1,1
52,24,52,34,-1,-1
52,24,51,52,-1,1
52,24,52,53,-1,1
52,24,53,54,-1,1
25,26,26,27,1,1
28,29,29,30,1,1
52,34,51,52,-1,1
52,34,52,53,-1,1
52,34,53,54,-1,1
81,48,80,81,1,1
51,52,52,53,1,1
71,52,70,53,-1,-1
71,52,70,54,-1,-1
71,52,71,55,-1,-1
71,52,72,69,-1,1
71,52,70,71,-1,1
52,53,53,54,1,1
70,53,70,54,-1,-1
70,53,71,55,-1,-1
70,53,70,71,-1,1
53,54,54,55,1,1
70,54,71,55,-1,-1
70,54,70,71,-1,1
54,55,55,56,1,3
71,55,72,69,-1,1
71,55,70,71,-1,1
75,56,74,75,3,1
77,70,77,77,1,1
