row1,col1,row2,col2,event_type1,event_type2
29,1,28,3,-1,-1
29,1,28,29,-1,1
29,1,29,30,-1,1
35,1,33,34,-1,1
28,3,28,29,-1,1
28,3,29,30,-1,1
42,12,41,13,-1,-1
20,13,21,15,1,1
20,13,21,16,1,1
41,13,39,16,-1,-1
41,13,39,22,-1,1
50,13,52,52,-1,1
50,13,52,53,-1,1
21,15,21,16,1,1
39,16,39,22,-1,1
28,29,29,30,1,1
65,48,67,59,1,1
82,48,80,81,1,1
52,52,52,53,1,1
52,52,53,54,1,1
52,52,54,55,1,1
72,52,71,53,-1,-1
72,52,70,54,-1,-1
72,52,71,55,-1,-1
72,52,70,71,-1,1
72,52,74,75,-1,1
52,53,53,54,1,1
52,53,54,55,1,1
71,53,70,54,-1,-1
71,53,71,55,-1,-1
71,53,70,71,-1,1
53,54,54,55,1,1
53,54,55,56,1,3
70,54,71,55,-1,-1
70,54,70,71,-1,1
54,55,55,56,1,3
71,55,70,71,-1,1
75,69,74,75,1,1
78,70,80,81,1,1
