row1,col1,row2,col2,event_type1,event_type2
68,3,67,22,1,1
68,3,69,39,1,-1
68,3,67,48,1,1
68,3,70,52,1,-1
68,3,70,53,1,-1
68,3,70,54,1,-1
68,3,69,71,1,1
86,3,85,56,-1,-1
67,22,69,39,1,-1
67,22,67,48,1,1
67,22,69,71,1,1
106,25,105,55,1,1
106,25,106,60,1,1
69,39,67,48,-1,1
69,39,70,52,-1,-1
69,39,70,53,-1,-1
69,39,70,54,-1,-1
69,39,71,55,-1,-1
69,39,69,71,-1,1
69,39,71,73,-1,1
67,48,69,71,1,1
59,52,59,53,1,1
59,52,58,54,1,1
59,52,58,55,1,1
59,52,60,57,1,-1
59,52,61,59,1,-1
70,52,70,53,-1,-1
70,52,70,54,-1,-1
70,52,71,55,-1,-1
70,52,69,71,-1,1
70,52,71,73,-1,1
59,53,58,54,1,1
59,53,58,55,1,1
59,53,60,57,1,-1
59,53,61,59,1,-1
70,53,70,54,-1,-1
70,53,71,55,-1,-1
70,53,69,71,-1,1
70,53,71,73,-1,1
58,54,58,55,1,1
58,54,60,57,1,-1
70,54,71,55,-1,-1
70,54,69,71,-1,1
70,54,71,73,-1,1
58,55,60,57,1,-1
71,55,69,71,-1,1
71,55,71,73,-1,1
105,55,106,60,1,1
60,57,61,59,-1,-1
60,57,62,60,-1,-1
61,59,62,60,-1,-1
69,71,71,73,1,1
