row1,col1,row2,col2,event_type1,event_type2
64,2,66,22,-1,3
64,2,66,48,-1,1
64,2,62,52,-1,1
64,2,62,59,-1,-1
39,3,37,22,1,1
39,3,41,39,1,-1
108,3,109,13,-1,1
50,22,50,54,1.5,1
66,22,66,48,3,1
62,52,61,57,1,-1
62,52,62,59,1,-1
71,52,70,53,-1,-1
71,52,70,54,-1,-1
71,52,70,55,-1,-1
71,52,69,71,-1,1
71,52,70,72,-1,1
71,52,71,74,-1,1
59,53,58,54,1,1
59,53,58,55,1,1
59,53,61,57,1,-1
70,53,70,54,-1,-1
70,53,70,55,-1,-1
70,53,69,71,-1,1
70,53,70,72,-1,1
70,53,71,74,-1,1
58,54,58,55,1,1
70,54,70,55,-1,-1
70,54,69,71,-1,1
70,54,70,72,-1,1
70,54,71,74,-1,1
70,55,69,71,-1,1
70,55,70,72,-1,1
70,55,71,74,-1,1
61,57,62,59,-1,-1
69,71,70,72,1,1
69,71,71,74,1,1
70,72,71,74,1,1
