row1,col1,row2,col2,event_type1,event_type2
44,1,42,30,1,-1
64,2,65,15,-1,-1
64,2,66,22,-1,1
64,2,66,48,-1,1
39,3,39,4,1,1
39,3,40,10,1,-1
39,3,41,25,1,-1
39,3,39,29,1,-1
39,3,40,39,1,-1
67,3,65,15,1,-1
67,3,66,22,1,1
67,3,67,39,1,-1
67,3,66,48,1,1
67,3,69,71,1,1
67,3,69,72,1,1
108,3,109,13,-1,1
108,3,107,16,-1,1
39,4,40,10,1,-1
39,4,41,25,1,-1
39,4,39,29,1,-1
39,4,40,39,1,-1
40,10,41,25,-1,-1
40,10,39,29,-1,-1
40,10,42,30,-1,-1
40,10,40,39,-1,-1
100,13,98,69,1,1
100,13,99,70,1,1
100,13,102,81,1,-1
100,13,102,92,1,-1
109,13,107,16,1,1
65,15,66,22,-1,1
65,15,67,39,-1,-1
65,15,66,48,-1,1
27,22,27,29,-1,1
27,22,28,30,-1,1
36,22,34,34,1,1
50,22,50,52,-1,1
50,22,50,54,-1,1
50,22,51,55,-1,1
66,22,67,39,1,-1
66,22,66,48,1,1
59,24,59,25,-1,-1
59,24,58,52,-1,1
59,24,59,53,-1,1
59,24,58,55,-1,1
59,24,60,57,-1,-1
59,24,61,59,-1,-1
41,25,39,29,-1,-1
41,25,42,30,-1,-1
41,25,40,39,-1,-1
59,25,58,52,-1,1
59,25,59,53,-1,1
59,25,58,55,-1,1
59,25,60,57,-1,-1
59,25,61,59,-1,-1
104,25,102,81,1,-1
104,25,102,92,1,-1
27,29,28,30,1,1
39,29,40,39,-1,-1
42,30,40,39,-1,-1
87,34,86,56,1,-1
87,34,89,74,1,-1
67,39,66,48,-1,1
67,39,69,71,-1,1
67,39,69,72,-1,1
50,52,50,54,1,1
50,52,51,55,1,1
58,52,59,53,1,1
58,52,58,55,1,1
58,52,60,57,1,-1
70,52,70,53,-1,-1
70,52,70,54,-1,-1
70,52,70,55,-1,-1
70,52,69,71,-1,1
70,52,69,72,-1,1
70,52,70,73,-1,1
70,52,70,74,-1,1
59,53,58,55,1,1
59,53,60,57,1,-1
59,53,61,59,1,-1
70,53,70,54,-1,-1
70,53,70,55,-1,-1
70,53,69,71,-1,1
70,53,69,72,-1,1
70,53,70,73,-1,1
70,53,70,74,-1,1
50,54,51,55,1,1
70,54,70,55,-1,-1
70,54,69,71,-1,1
70,54,69,72,-1,1
70,54,70,73,-1,1
70,54,70,74,-1,1
51,55,53,56,1,1
58,55,60,57,1,-1
70,55,69,71,-1,1
70,55,69,72,-1,1
70,55,70,73,-1,1
70,55,70,74,-1,1
60,57,61,59,-1,-1
98,69,99,70,1,1
69,71,69,72,1,1
69,71,70,73,1,1
69,71,70,74,1,1
69,72,70,73,1,1
69,72,70,74,1,1
70,73,70,74,1,1
102,81,102,92,-1,-1
